DATE,MAJOR,NUM_STUDENTS,CHANGE_IN_CREDITS_ATTEMPTED
2011-12-15,LAWD,1226,-1421.0
2012-05-15,LAWD,1213,1702.0
2012-12-15,LAWD,1189,-2127.0
2013-05-15,LAWD,1164,1456.0
2013-12-15,LAWD,1094,-2729.0
2014-05-15,LAWD,1083,1297.0
2014-12-15,LAWD,986,-2466.0
2015-05-15,LAWD,980,1492.0
2015-12-15,LAWD,948,-2229.0
2016-05-15,LAWD,933,1574.5
2016-12-15,LAWD,975,-1366.5
2017-05-15,LAWD,973,2089.5
1997-12-15,LAWE,347,2303.0
1998-05-15,LAWE,329,2538.0
1998-12-15,LAWE,352,-2383.0
1999-05-15,LAWE,339,2432.0
1999-12-15,LAWE,332,-1283.0
2000-05-15,LAWE,317,1041.0
2000-12-15,LAWE,322,-1146.0
2001-05-15,LAWE,296,889.0
2001-12-15,LAWE,346,-649.0
2002-05-15,LAWE,332,1316.0
2002-12-15,LAWE,353,-1201.0
2003-05-15,LAWE,339,1424.0
2003-12-15,LAWE,363,-1282.0
2004-05-15,LAWE,343,1402.0
2004-12-15,LAWE,352,-1546.0
2005-05-15,LAWE,330,1343.0
2005-12-15,LAWE,335,-1572.0
2006-05-15,LAWE,297,1187.0
2006-12-15,LAWE,324,-1391.0
2007-05-15,LAWE,308,94.0
2007-12-15,LAWE,315,-220.0
2008-05-15,LAWE,303,212.0
2008-12-15,LAWE,304,-299.0
2009-05-15,LAWE,282,-209.0
2009-12-15,LAWE,314,302.0
2010-05-15,LAWE,294,171.0
2010-12-15,LAWE,246,-971.0
2011-05-15,LAWE,237,161.0
2011-12-15,LAWE,248,-314.0
2012-05-15,LAWE,225,169.0
2012-12-15,LAWE,214,-494.0
2013-05-15,LAWE,209,305.0
2013-12-15,LAWE,215,-331.0
2014-05-15,LAWE,206,320.0
2014-12-15,LAWE,203,-231.0
2015-05-15,LAWE,188,56.0
2015-12-15,LAWE,192,-196.0
2016-05-15,LAWE,189,159.0
2016-12-15,LAWE,168,-398.0
2017-05-15,LAWE,157,43.0
1997-12-15,LAWF,1,6.0
2009-12-15,LAWF,1,6.0
1997-12-15,LAWI,39,360.0
1998-05-15,LAWI,30,-31.0
1998-12-15,LAWI,37,36.0
1999-05-15,LAWI,37,2.0
1999-12-15,LAWI,41,41.0
2000-05-15,LAWI,37,-31.0
2000-12-15,LAWI,36,-4.0
2001-05-15,LAWI,31,-47.0
2001-12-15,LAWI,35,49.0
2002-05-15,LAWI,33,1.0
2002-12-15,LAWI,37,10.0
2003-05-15,LAWI,35,6.0
2003-12-15,LAWI,32,-73.0
2004-05-15,LAWI,28,-24.0
2004-12-15,LAWI,42,129.0
2005-05-15,LAWI,39,-27.0
2005-12-15,LAWI,33,-86.0
2006-05-15,LAWI,30,-7.0
2006-12-15,LAWI,37,54.0
2007-05-15,LAWI,30,-51.0
2007-12-15,LAWI,42,137.0
2008-05-15,LAWI,40,-17.0
2008-12-15,LAWI,41,38.0
2009-05-15,LAWI,45,39.0
2009-12-15,LAWI,47,19.0
2010-05-15,LAWI,53,79.0
2010-12-15,LAWI,60,105.0
2011-05-15,LAWI,50,-119.0
2011-12-15,LAWI,32,-200.0
2012-05-15,LAWI,35,30.0
2012-12-15,LAWI,46,139.0
2013-05-15,LAWI,39,-112.0
2013-12-15,LAWI,43,79.0
2014-05-15,LAWI,43,-17.0
2014-12-15,LAWI,26,-195.0
2015-05-15,LAWI,28,40.0
2015-12-15,LAWI,23,-71.0
2016-05-15,LAWI,21,-40.0
2016-12-15,LAWI,25,66.0
2017-05-15,LAWI,28,35.0
1998-12-15,LAWP,14,14.0
1999-05-15,LAWP,15,327.0
1999-12-15,LAWP,13,-185.0
2000-05-15,LAWP,14,162.0
2000-12-15,LAWP,2,-302.0
2001-05-15,LAWP,1,-4.0
2001-12-15,LAWP,2,10.0
2002-05-15,LAWP,1,1.0
2005-12-15,LAWP,2,-18.0
2006-12-15,LAWP,2,5.0
2007-12-15,LAWP,1,-8.0
2008-12-15,LAWP,1,10.0
2009-05-15,LAWP,4,3.0
2009-12-15,LAWP,2,-9.0
2010-05-15,LAWP,2,0.0
2010-12-15,LAWP,2,1.0
2011-05-15,LAWP,1,-3.0
2012-05-15,LAWP,2,4.0
2012-12-15,LAWP,2,-6.0
2013-12-15,LAWP,3,1.0
2011-12-15,LAWS,5,50.0
2012-05-15,LAWS,6,10.0
2012-12-15,LAWS,6,-10.0
2013-05-15,LAWS,5,0.0
2013-12-15,LAWS,6,17.0
2014-05-15,LAWS,6,-7.0
2014-12-15,LAWS,10,40.0
2015-05-15,LAWS,9,-8.0
2015-12-15,LAWS,15,63.0
2016-05-15,LAWS,14,5.0
2016-12-15,LAWS,17,10.0
2017-05-15,LAWS,16,-10.0
2005-12-15,LAWT,17,143.0
2006-05-15,LAWT,16,-1.0
2006-12-15,LAWT,29,131.0
2007-05-15,LAWT,28,-12.0
2007-12-15,LAWT,19,-117.0
2008-05-15,LAWT,16,-16.0
2008-12-15,LAWT,23,100.0
2009-05-15,LAWT,24,30.0
2009-12-15,LAWT,22,-2.0
2010-05-15,LAWT,25,39.0
2010-12-15,LAWT,29,45.0
2011-05-15,LAWT,28,-25.0
2011-12-15,LAWT,18,-122.0
2012-05-15,LAWT,18,-12.0
2012-12-15,LAWT,19,44.0
2013-05-15,LAWT,18,-9.0
2013-12-15,LAWT,20,32.0
2014-05-15,LAWT,20,-2.0
2014-12-15,LAWT,30,125.0
2015-05-15,LAWT,31,2.0
2015-12-15,LAWT,17,-173.0
2016-05-15,LAWT,20,37.0
2016-12-15,LAWT,20,3.0
2017-05-15,LAWT,21,0.0
2013-12-15,LIDR,8,99.0
2014-05-15,LIDR,11,28.0
2014-12-15,LIDR,12,22.0
2015-05-15,LIDR,11,-13.0
2015-12-15,LIDR,7,-58.0
2016-05-15,LIDR,6,-11.0
2016-12-15,LIDR,12,68.0
2017-05-15,LIDR,10,-14.0
2016-05-15,LILE,1,6.0
2016-12-15,LILE,1,0.0
2013-05-15,LILW,1,3.0
1997-12-15,LIST,30,99.0
1998-05-15,LIST,31,1.0
1998-12-15,LIST,24,-2.0
1999-05-15,LIST,29,17.0
1999-12-15,LIST,25,2.0
2000-05-15,LIST,21,-4.0
2000-12-15,LIST,16,-38.0
2001-05-15,LIST,10,-37.0
2001-12-15,LIST,1,-35.0
2002-12-15,LIST,8,56.0
2003-05-15,LIST,11,43.0
2003-12-15,LIST,11,-11.0
2004-05-15,LIST,7,-40.0
2004-12-15,LIST,9,43.0
2005-05-15,LIST,13,37.0
2005-12-15,LIST,10,-23.0
2006-05-15,LIST,12,-5.0
2006-12-15,LIST,16,10.0
2007-05-15,LIST,12,-28.0
2007-12-15,LIST,11,-5.0
2008-05-15,LIST,14,45.0
2008-12-15,LIST,12,-27.0
2009-05-15,LIST,10,-19.0
2009-12-15,LIST,22,135.0
2010-05-15,LIST,23,21.0
2010-12-15,LIST,12,-121.0
2011-05-15,LIST,15,-10.0
2011-12-15,LIST,11,0.0
2012-05-15,LIST,9,-46.0
2012-12-15,LIST,6,-19.0
2013-05-15,LIST,4,-11.0
2013-12-15,LIST,2,-18.0
2014-05-15,LIST,2,0.0
2014-12-15,LIST,1,-6.0
2015-05-15,LIST,1,-2.0
2015-12-15,LIST,1,1.0
2016-05-15,LIST,1,1.0
2016-12-15,LIST,1,0.0
2017-05-15,LIST,1,0.0
2009-12-15,LOTE,1,15.0
2010-05-15,LOTE,1,-6.0
2010-12-15,LOTW,1,3.0
2011-05-15,LOTW,1,3.0
2002-12-15,LPST,25,313.0
2003-05-15,LPST,23,-27.0
2003-12-15,LPST,19,-15.0
2004-05-15,LPST,20,-5.0
2004-12-15,LPST,29,152.0
2005-05-15,LPST,27,14.0
2005-12-15,LPST,29,-21.0
2006-05-15,LPST,30,9.0
2006-12-15,LPST,26,-64.0
2007-05-15,LPST,27,-1.0
2007-12-15,LPST,16,-158.0
2008-05-15,LPST,15,7.0
2008-12-15,LPST,12,-73.0
2009-05-15,LPST,12,-11.0
2009-12-15,LPST,14,17.0
2010-05-15,LPST,12,-23.0
2010-12-15,LPST,14,8.0
2011-05-15,LPST,15,29.0
2011-12-15,LPST,11,-55.0
2012-05-15,LPST,11,23.0
2012-12-15,LPST,12,-8.0
2013-05-15,LPST,12,4.0
2013-12-15,LPST,6,-69.0
2014-05-15,LPST,7,21.0
2014-12-15,LPST,9,19.0
2015-05-15,LPST,11,8.0
2015-12-15,LPST,11,29.0
2016-05-15,LPST,10,-14.0
2016-12-15,LPST,8,-28.0
2017-05-15,LPST,5,-32.0
1997-12-15,MATH,44,663.0
1998-05-15,MATH,45,14.0
1998-12-15,MATH,27,-279.0
1999-05-15,MATH,44,253.0
1999-12-15,MATH,30,-206.0
2000-05-15,MATH,31,54.0
2000-12-15,MATH,30,-36.0
2001-05-15,MATH,29,-56.0
2001-12-15,MATH,28,-8.0
2002-05-15,MATH,39,229.0
2002-12-15,MATH,40,-83.0
2003-05-15,MATH,45,118.0
2003-12-15,MATH,39,-95.0
2004-05-15,MATH,44,52.0
2004-12-15,MATH,37,-41.0
2005-05-15,MATH,38,27.0
2005-12-15,MATH,36,-71.0
2006-05-15,MATH,51,249.0
2006-12-15,MATH,44,-122.0
2007-05-15,MATH,51,121.0
2007-12-15,MATH,54,56.0
2008-05-15,MATH,54,-14.0
2008-12-15,MATH,45,-177.0
2009-05-15,MATH,46,35.0
2009-12-15,MATH,48,66.0
2010-05-15,MATH,64,284.0
2010-12-15,MATH,83,326.0
2011-05-15,MATH,87,-29.0
2011-12-15,MATH,92,204.0
2012-05-15,MATH,90,-61.0
2012-12-15,MATH,94,77.0
2013-05-15,MATH,92,-64.0
2013-12-15,MATH,93,21.0
2014-05-15,MATH,95,24.0
2014-12-15,MATH,85,-180.0
2015-05-15,MATH,81,-27.0
2015-12-15,MATH,112,563.0
2016-05-15,MATH,105,-180.0
2016-12-15,MATH,106,114.0
2017-05-15,MATH,112,97.0
2003-12-15,MCEL,1,6.0
2004-05-15,MCEL,1,-3.0
2003-12-15,MCET,1,6.0
2006-12-15,MCMA,1,3.0
2007-12-15,MCSL,1,6.0
2009-12-15,MCSL,1,-3.0
2010-05-15,MCSL,1,3.0
2010-12-15,MCSL,1,0.0
2011-05-15,MCSL,1,0.0
2016-05-15,MCSL,1,-3.0
2017-05-15,MCSL,1,0.0
2003-12-15,MCST,1,6.0
2005-12-15,MCST,1,-3.0
1997-12-15,MDST,225,3137.0
1998-05-15,MDST,224,-116.0
1998-12-15,MDST,230,186.0
1999-05-15,MDST,218,-189.0
1999-12-15,MDST,243,537.0
2000-05-15,MDST,147,-1413.0
2000-12-15,MDST,94,-775.0
2001-05-15,MDST,92,-68.0
2001-12-15,MDST,53,-566.0
2002-05-15,MDST,84,519.0
2002-12-15,MDST,80,-90.0
2003-05-15,MDST,120,621.0
2003-12-15,MDST,170,749.0
2004-05-15,MDST,180,121.0
2004-12-15,MDST,165,-118.0
2005-05-15,MDST,180,214.0
2005-12-15,MDST,169,-167.0
2006-05-15,MDST,192,178.0
2006-12-15,MDST,168,-321.0
2007-05-15,MDST,208,614.0
2007-12-15,MDST,173,-352.0
2008-05-15,MDST,225,737.0
2008-12-15,MDST,132,-1490.0
2009-05-15,MDST,110,-360.0
2009-12-15,MDST,60,-651.0
2010-05-15,MDST,55,-112.0
2010-12-15,MDST,6,-742.0
2011-05-15,MDST,3,-63.0
2011-12-15,MDST,1,-20.0
2012-05-15,MDST,1,5.0
2012-12-15,MDST,1,-2.0
2016-12-15,MDST,1,15.0
2012-12-15,MEET,5,60.0
2013-05-15,MEET,5,-2.0
2013-12-15,MEET,4,-22.0
2014-05-15,MEET,2,-12.0
2014-12-15,MEET,1,-12.0
2003-12-15,MEMG,1,15.0
2004-05-15,MEMG,1,0.0
2004-12-15,MEMG,1,-9.0
2005-05-15,MEMG,1,0.0
2005-12-15,MEMG,7,42.0
2006-05-15,MEMG,4,-24.0
2006-12-15,MEMG,2,-12.0
2007-05-15,MEMG,4,18.0
2007-12-15,MEMG,6,34.5
2008-05-15,MEMG,5,-34.5
2008-12-15,MEMG,13,99.0
2009-05-15,MEMG,13,-18.0
2009-12-15,MEMG,26,90.0
2010-05-15,MEMG,26,18.0
2010-12-15,MEMG,27,-1.5
2011-05-15,MEMG,30,28.5
2011-12-15,MEMG,45,146.5
2012-05-15,MEMG,38,-88.0
2012-12-15,MEMG,42,78.5
2013-05-15,MEMG,38,-95.0
2013-12-15,MEMG,30,-28.5
2014-05-15,MEMG,23,-73.5
2014-12-15,MEMG,30,87.0
2015-05-15,MEMG,32,-12.0
2015-12-15,MEMG,43,160.5
2016-05-15,MEMG,44,-12.5
2016-12-15,MEMG,53,108.0
2017-05-15,MEMG,50,-71.5
1997-12-15,MEST,3,49.0
1998-05-15,MEST,3,0.0
1998-12-15,MEST,3,-17.0
1999-05-15,MEST,3,4.0
2000-12-15,MEST,1,-27.0
2001-05-15,MEST,2,4.0
2002-05-15,MEST,3,22.0
2002-12-15,MEST,3,-2.0
2003-05-15,MEST,4,22.0
2003-12-15,MEST,4,-8.0
2004-05-15,MEST,8,76.0
2004-12-15,MEST,6,-40.0
2005-05-15,MEST,15,125.0
2005-12-15,MEST,14,5.0
2006-05-15,MEST,17,9.0
2006-12-15,MEST,10,-63.0
2007-05-15,MEST,10,-24.0
2007-12-15,MEST,11,38.0
2008-05-15,MEST,20,155.0
2008-12-15,MEST,17,-91.0
2009-05-15,MEST,17,-2.0
2009-12-15,MEST,21,78.0
2010-05-15,MEST,20,-27.0
2010-12-15,MEST,22,37.0
2011-05-15,MEST,24,50.0
2011-12-15,MEST,19,-100.0
2012-05-15,MEST,26,120.0
2012-12-15,MEST,22,-65.0
2013-05-15,MEST,24,9.0
2013-12-15,MEST,13,-127.0
2014-05-15,MEST,16,29.0
2014-12-15,MEST,17,22.0
2015-05-15,MEST,15,-66.0
2015-12-15,MEST,14,21.0
2016-05-15,MEST,13,-9.0
2016-12-15,MEST,9,-61.0
2017-05-15,MEST,9,-10.0
1997-12-15,MGMT,1,3.0
1998-12-15,MGMT,1,3.0
1999-05-15,MGMT,2,0.0
1999-12-15,MGMT,2,0.0
2000-05-15,MGMT,1,-3.0
2000-12-15,MGMT,1,0.0
2001-05-15,MGMT,1,0.0
2001-12-15,MGMT,1,3.0
2002-05-15,MGMT,1,-3.0
2007-12-15,MGMT,1,0.0
2009-12-15,MGMT,1,3.0
2010-05-15,MGMT,2,6.0
2010-12-15,MGMT,1,-9.0
2011-05-15,MGMT,1,6.0
2011-12-15,MGMT,1,0.0
2014-12-15,MGMT,1,3.0
2015-05-15,MGMT,1,0.0
2016-12-15,MGMT,1,0.0
2017-05-15,MGMT,1,3.0
2014-12-15,MGTX,4,61.0
2015-05-15,MGTX,2,-29.5
2015-12-15,MGTX,2,-1.5
2007-12-15,MHCO,6,66.0
2008-05-15,MHCO,6,3.0
2008-12-15,MHCO,34,297.0
2009-05-15,MHCO,37,15.0
2009-12-15,MHCO,50,159.0
2010-05-15,MHCO,52,6.0
2010-12-15,MHCO,51,-6.0
2011-05-15,MHCO,51,12.0
2011-12-15,MHCO,40,-162.0
2012-05-15,MHCO,39,-12.0
2012-12-15,MHCO,35,-6.0
2013-05-15,MHCO,41,60.0
2013-12-15,MHCO,59,171.0
2014-05-15,MHCO,59,39.0
2014-12-15,MHCO,70,111.0
2015-05-15,MHCO,70,-9.0
2015-12-15,MHCO,62,-138.0
2016-05-15,MHCO,57,-84.0
2016-12-15,MHCO,63,114.0
2017-05-15,MHCO,62,-27.0
1999-12-15,MICS,1,12.0
2000-05-15,MICS,1,2.0
2001-12-15,MICS,1,1.0
2002-05-15,MICS,1,-6.0
2002-12-15,MICS,2,21.0
2003-05-15,MICS,8,84.0
2003-12-15,MICS,6,-19.0
2004-05-15,MICS,17,148.0
2004-12-15,MICS,12,-62.0
2005-05-15,MICS,13,5.0
2005-12-15,MICS,9,-53.0
2006-05-15,MICS,12,46.0
2006-12-15,MICS,13,11.0
2007-05-15,MICS,13,-13.0
2007-12-15,MICS,16,67.0
2008-05-15,MICS,17,-5.0
2008-12-15,MICS,14,-30.0
2009-05-15,MICS,17,51.0
2009-12-15,MICS,10,-112.0
2010-05-15,MICS,14,53.0
2010-12-15,MICS,17,65.0
2011-05-15,MICS,17,4.0
2011-12-15,MICS,11,-110.0
2012-05-15,MICS,15,77.5
2012-12-15,MICS,12,-52.5
2013-05-15,MICS,13,0.5
2013-12-15,MICS,13,-2.5
2014-05-15,MICS,13,19.5
2014-12-15,MICS,14,18.5
2015-05-15,MICS,17,51.0
2015-12-15,MICS,26,142.0
2016-05-15,MICS,37,173.0
2016-12-15,MICS,32,-102.0
2017-05-15,MICS,41,158.5
2007-05-15,MIHG,15,42.0
2007-12-15,MIHG,14,0.0
2008-05-15,MIHG,14,0.0
2007-12-15,MINI,8,48.0
2008-05-15,MINI,11,15.0
2008-12-15,MINI,17,24.0
2009-05-15,MINI,16,3.0
2009-12-15,MINI,26,21.0
2010-05-15,MINI,27,9.0
2010-12-15,MINI,25,-18.0
2011-05-15,MINI,28,3.0
2011-12-15,MINI,27,3.0
2012-05-15,MINI,27,-9.0
2012-12-15,MINI,32,15.0
2013-05-15,MINI,30,6.0
2013-12-15,MINI,33,-6.0
2014-05-15,MINI,32,3.0
2014-12-15,MINI,28,-18.0
2015-05-15,MINI,25,-6.0
2015-12-15,MINI,27,27.0
2016-05-15,MINI,28,30.0
2016-12-15,MINI,26,-45.0
2017-05-15,MINI,27,42.0
1997-12-15,MKTG,1,6.0
1998-12-15,MKTG,1,0.0
1999-12-15,MKTG,1,-6.0
2000-12-15,MKTG,2,15.0
2001-05-15,MKTG,1,-6.0
2003-12-15,MKTG,1,-6.0
2004-05-15,MKTG,7,101.0
2004-12-15,MKTG,57,772.0
2005-05-15,MKTG,60,-18.0
2005-12-15,MKTG,54,-29.0
2006-05-15,MKTG,61,88.0
2006-12-15,MKTG,87,412.0
2007-05-15,MKTG,85,-141.0
2007-12-15,MKTG,98,279.0
2008-05-15,MKTG,90,-139.0
2008-12-15,MKTG,108,311.0
2009-05-15,MKTG,107,-36.0
2009-12-15,MKTG,126,230.0
2010-05-15,MKTG,135,140.0
2010-12-15,MKTG,151,356.0
2011-05-15,MKTG,153,-1.5
2011-12-15,MKTG,205,777.0
2012-05-15,MKTG,189,-307.5
2012-12-15,MKTG,215,598.5
2013-05-15,MKTG,205,-199.0
2013-12-15,MKTG,223,291.5
2014-05-15,MKTG,204,-337.5
2014-12-15,MKTG,250,785.0
2015-05-15,MKTG,241,-203.5
2015-12-15,MKTG,251,225.5
2016-05-15,MKTG,213,-590.0
2016-12-15,MKTG,180,-522.5
2017-05-15,MKTG,169,-233.0
2012-12-15,MKTI,12,195.0
2013-05-15,MKTI,10,-31.5
2013-12-15,MKTI,23,203.5
2014-05-15,MKTI,22,-28.0
2014-12-15,MKTI,37,159.0
2015-05-15,MKTI,33,25.0
2015-12-15,MKTI,46,34.0
2016-05-15,MKTI,36,5.0
2016-12-15,MKTI,41,-90.5
2017-05-15,MKTI,45,-38.0
2014-12-15,MKTX,12,180.0
2015-05-15,MKTX,15,64.5
2015-12-15,MKTX,32,239.0
2016-12-15,MKTX,1,-468.5
2014-05-15,MOHA,1,2.0
2014-12-15,MOHA,1,4.0
2015-05-15,MOHA,1,-6.0
2015-12-15,MOHA,1,0.0
2016-12-15,MOHA,1,2.0
2016-12-15,MTCS,17,302.0
2017-05-15,MTCS,21,65.0
1997-12-15,MTEC,11,137.0
1998-05-15,MTEC,12,32.0
1998-12-15,MTEC,11,-19.0
1999-05-15,MTEC,13,41.0
1999-12-15,MTEC,10,-41.0
2000-05-15,MTEC,11,2.0
2000-12-15,MTEC,6,-54.0
2001-05-15,MTEC,8,28.0
2001-12-15,MTEC,5,-39.0
2002-05-15,MTEC,12,95.0
2002-12-15,MTEC,9,-35.0
2003-05-15,MTEC,14,81.0
2003-12-15,MTEC,19,90.0
2004-05-15,MTEC,20,-17.0
2004-12-15,MTEC,13,-98.0
2005-05-15,MTEC,24,121.0
2005-12-15,MTEC,19,-41.0
2006-05-15,MTEC,26,108.0
2006-12-15,MTEC,20,-65.0
2007-05-15,MTEC,25,78.0
2007-12-15,MTEC,28,59.0
2008-05-15,MTEC,35,89.0
2008-12-15,MTEC,29,-88.0
2009-05-15,MTEC,35,68.0
2009-12-15,MTEC,34,17.0
2010-05-15,MTEC,42,102.0
2010-12-15,MTEC,52,197.0
2011-05-15,MTEC,58,86.0
2011-12-15,MTEC,50,-145.0
2012-05-15,MTEC,49,-19.0
2012-12-15,MTEC,43,-96.0
2013-05-15,MTEC,47,27.0
2013-12-15,MTEC,42,-55.0
2014-05-15,MTEC,50,128.0
2014-12-15,MTEC,47,-63.0
2015-05-15,MTEC,57,187.0
2015-12-15,MTEC,43,-287.0
2016-05-15,MTEC,60,335.0
2016-12-15,MTEC,55,-110.0
2017-05-15,MTEC,63,158.0
1997-12-15,MUSI,2,32.0
1998-05-15,MUSI,2,-16.0
1999-12-15,MUSI,1,-2.0
2000-05-15,MUSI,3,32.0
2000-12-15,MUSI,3,5.0
2001-05-15,MUSI,7,71.0
2001-12-15,MUSI,5,-37.0
2002-05-15,MUSI,7,31.0
2002-12-15,MUSI,11,60.0
2003-05-15,MUSI,12,28.0
2003-12-15,MUSI,7,-107.0
2004-05-15,MUSI,12,66.0
2004-12-15,MUSI,12,30.0
2005-05-15,MUSI,17,72.0
2005-12-15,MUSI,10,-105.0
2006-05-15,MUSI,12,36.0
2006-12-15,MUSI,14,27.0
2007-05-15,MUSI,17,60.0
2007-12-15,MUSI,13,-74.0
2008-05-15,MUSI,14,24.0
2008-12-15,MUSI,10,-78.0
2009-05-15,MUSI,12,42.0
2009-12-15,MUSI,10,-42.0
2010-05-15,MUSI,14,67.0
2010-12-15,MUSI,24,155.0
2011-05-15,MUSI,28,54.0
2011-12-15,MUSI,36,150.5
2012-05-15,MUSI,48,229.0
2012-12-15,MUSI,39,-187.5
2013-05-15,MUSI,45,82.0
2013-12-15,MUSI,44,-25.0
2014-05-15,MUSI,42,-19.0
2014-12-15,MUSI,25,-292.0
2015-05-15,MUSI,27,55.0
2015-12-15,MUSI,21,-53.0
2016-05-15,MUSI,21,-11.0
2016-12-15,MUSI,19,-29.0
2017-05-15,MUSI,19,-29.0
1997-12-15,MVST,22,208.0
1998-05-15,MVST,24,-10.0
1998-12-15,MVST,21,-32.0
1999-05-15,MVST,22,-29.0
1999-12-15,MVST,20,7.0
2000-05-15,MVST,16,-17.0
2000-12-15,MVST,20,49.0
2001-05-15,MVST,23,25.0
2001-12-15,MVST,19,-59.0
2002-05-15,MVST,18,-28.0
2002-12-15,MVST,20,70.0
2003-05-15,MVST,19,-10.0
2003-12-15,MVST,17,-50.0
2004-05-15,MVST,20,18.0
2004-12-15,MVST,17,22.0
2005-05-15,MVST,23,44.0
2005-12-15,MVST,22,-10.0
2006-05-15,MVST,19,-53.0
2006-12-15,MVST,22,18.0
2007-05-15,MVST,24,0.0
2007-12-15,MVST,21,4.0
2008-05-15,MVST,22,-20.0
2008-12-15,MVST,22,-5.0
2009-05-15,MVST,19,-3.0
2009-12-15,MVST,22,12.0
2010-05-15,MVST,19,26.0
2010-12-15,MVST,23,27.0
2011-05-15,MVST,21,-5.0
2011-12-15,MVST,30,42.5
2012-05-15,MVST,28,-30.0
2012-12-15,MVST,29,-25.5
2013-05-15,MVST,27,-18.5
2013-12-15,MVST,27,-1.0
2014-05-15,MVST,27,-20.5
2014-12-15,MVST,26,22.5
2015-05-15,MVST,27,-2.5
2015-12-15,MVST,24,0.5
2016-05-15,MVST,22,11.0
2016-12-15,MVST,22,-9.0
2017-05-15,MVST,20,-0.5
1997-12-15,NASC,68,984.0
1998-05-15,NASC,68,-49.0
1998-12-15,NASC,76,162.0
1999-05-15,NASC,69,-107.0
1999-12-15,NASC,53,-247.0
2000-05-15,NASC,52,23.0
2000-12-15,NASC,44,-106.0
2001-05-15,NASC,50,103.0
2001-12-15,NASC,40,-147.0
2002-05-15,NASC,46,136.0
2002-12-15,NASC,50,117.0
2003-05-15,NASC,58,137.0
2003-12-15,NASC,60,55.0
2004-05-15,NASC,68,8.0
2004-12-15,NASC,72,119.0
2005-05-15,NASC,64,-132.0
2005-12-15,NASC,71,155.0
2006-05-15,NASC,76,-26.0
2006-12-15,NASC,83,195.0
2007-05-15,NASC,100,208.0
2007-12-15,NASC,106,150.0
2008-05-15,NASC,117,194.0
2008-12-15,NASC,117,48.0
2009-05-15,NASC,109,-166.0
2009-12-15,NASC,113,76.0
2010-05-15,NASC,110,-98.0
2010-12-15,NASC,98,-132.0
2011-05-15,NASC,92,-117.0
2011-12-15,NASC,95,65.0
2012-05-15,NASC,90,-138.0
2012-12-15,NASC,3,-1420.0
2013-05-15,NASC,1,-38.0
2013-12-15,NASC,2,14.0
2014-05-15,NASC,1,-15.0
2014-12-15,NASC,1,3.0
2015-05-15,NASC,1,6.0
2013-05-15,NEUR,3,54.0
2013-12-15,NEUR,9,95.0
2014-05-15,NEUR,23,247.0
2014-12-15,NEUR,33,164.0
2015-05-15,NEUR,40,140.0
2015-12-15,NEUR,48,119.0
2016-05-15,NEUR,56,114.0
2016-12-15,NEUR,41,-216.0
2017-05-15,NEUR,64,354.0
2014-05-15,NMDD,3,46.0
2014-12-15,NMDD,13,167.0
2015-05-15,NMDD,33,337.0
2015-12-15,NMDD,47,220.0
2016-05-15,NMDD,68,298.0
2016-12-15,NMDD,89,397.0
2017-05-15,NMDD,115,384.0
1997-12-15,NONE,1066,3542.5
1998-05-15,NONE,1223,713.5
1998-12-15,NONE,994,-735.5
1999-05-15,NONE,1017,193.0
1999-12-15,NONE,941,-235.0
2000-05-15,NONE,991,201.0
2000-12-15,NONE,795,-831.5
2001-05-15,NONE,775,-88.5
2001-12-15,NONE,852,315.5
2002-05-15,NONE,908,185.0
2002-12-15,NONE,964,169.0
2003-05-15,NONE,893,-602.0
2003-12-15,NONE,565,-1081.5
2004-05-15,NONE,556,-37.0
2004-12-15,NONE,503,-254.5
2005-05-15,NONE,484,33.0
2005-12-15,NONE,515,892.0
2006-05-15,NONE,560,-769.0
2006-12-15,NONE,517,-137.0
2007-05-15,NONE,699,1101.0
2007-12-15,NONE,733,1011.0
2008-05-15,NONE,607,-1482.0
2008-12-15,NONE,565,-133.0
2009-05-15,NONE,580,156.0
2009-12-15,NONE,562,-967.0
2010-05-15,NONE,526,-19.0
2010-12-15,NONE,602,234.0
2011-05-15,NONE,558,-46.0
2011-12-15,NONE,602,258.0
2012-05-15,NONE,589,-133.0
2012-12-15,NONE,697,287.0
2013-05-15,NONE,586,-757.0
2013-12-15,NONE,588,-48.0
2014-05-15,NONE,434,-195.0
2014-12-15,NONE,543,265.0
2015-05-15,NONE,425,-115.0
2015-12-15,NONE,406,101.0
2016-05-15,NONE,335,-157.0
2016-12-15,NONE,352,77.0
2017-05-15,NONE,291,-241.0
1997-12-15,NONP,1,6.0
2001-05-15,NONP,3,3.0
2001-12-15,NONP,9,24.0
2002-05-15,NONP,5,-15.0
2002-12-15,NONP,8,6.0
2003-05-15,NONP,3,-15.0
2003-12-15,NONP,6,9.0
2004-05-15,NONP,6,0.0
2004-12-15,NONP,5,-3.0
2005-05-15,NONP,2,-9.0
2005-12-15,NONP,8,18.0
2006-05-15,NONP,5,-9.0
2006-12-15,NONP,5,-3.0
2007-05-15,NONP,3,-3.0
2007-12-15,NONP,5,6.0
2008-05-15,NONP,5,0.0
2009-05-15,NONP,1,-9.0
2009-12-15,NONP,4,6.0
2010-05-15,NONP,1,-6.0
2011-05-15,NONP,2,0.0
2011-12-15,NONP,4,12.0
2012-05-15,NONP,4,0.0
2012-12-15,NONP,3,-9.0
